"","trip_id","season_id","season","Nhunt","Nhunt_s","j_id","age_cat","gender","gender_id","income_s","indegree_s","outdegree_s","patch_id","harvest","income_s_complete"
"198",198,2,"ice-free",1,-0.915594594786875,1,1,"m",1,-0.0828429928667989,2.482537945814,1.59060989580646,3,1,-0.0828429928667989
"199",199,1,"ice",5,0.704926811915559,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,7,0,0.901005187895897
"200",200,1,"ice",3,-0.105333891435658,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,5,1,-1.10831107316822
"201",201,2,"ice-free",4,0.29979646023995,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,2,1,-1.10831107316822
"202",202,2,"ice-free",8,1.92031786694238,2,2,"m",1,-0.444481134288878,-0.0506640397104899,-0.934167716584749,1,0,-0.444481134288878
"203",203,1,"ice",1,-0.915594594786875,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,6,1,-0.16477750835657
"204",204,1,"ice",3,-0.105333891435658,1,1,"m",1,-0.0828429928667989,2.482537945814,1.59060989580646,5,0,-0.0828429928667989
"205",205,2,"ice-free",2,-0.510464243111267,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,4,0,0.354091364656257
"206",206,1,"ice",1,-0.915594594786875,21,3,"f",2,999,-0.683964536091614,0.959415492708661,6,1,0.0666306248314265
"207",207,1,"ice",1,-0.915594594786875,6,3,"m",1,1.13539682642717,-0.0506640397104899,-0.302973313486946,6,1,1.13539682642717
"208",208,1,"ice",2,-0.510464243111267,11,2,"m",1,999,1.21593695305176,-0.934167716584749,5,0,2.00635662376359
"209",209,1,"ice",1,-0.915594594786875,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,5,1,-0.16477750835657
"210",210,2,"ice-free",2,-0.510464243111267,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,4,0,0.456873123732183
"211",211,2,"ice-free",1,-0.915594594786875,17,4,"f",2,-2.41590687749337,-1.31726503247274,-0.302973313486946,2,1,-2.41590687749337
"212",212,1,"ice",4,0.29979646023995,21,3,"f",2,999,-0.683964536091614,0.959415492708661,5,1,0.0666306248314265
"213",213,2,"ice-free",2,-0.510464243111267,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,2,1,0.456873123732183
"214",214,1,"ice",7,1.51518751526678,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,6,1,-0.16477750835657
"215",215,2,"ice-free",2,-0.510464243111267,18,3,"m",1,-1.23753414834895,0.582636456670634,1.59060989580646,4,0,-1.23753414834895
"216",216,2,"ice-free",2,-0.510464243111267,14,2,"f",2,0.279727493975054,-0.0506640397104899,-0.934167716584749,3,1,0.279727493975054
"217",217,1,"ice",2,-0.510464243111267,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,7,0,0.901005187895897
"218",218,2,"ice-free",1,-0.915594594786875,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,7,1,-1.10831107316822
"219",219,2,"ice-free",6,1.11005716359117,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,1,1,0.354091364656257
"220",220,1,"ice",2,-0.510464243111267,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,4,0,1.61991809417551
"221",221,1,"ice",2,-0.510464243111267,17,4,"f",2,-2.41590687749337,-1.31726503247274,-0.302973313486946,4,0,-2.41590687749337
"222",222,1,"ice",4,0.29979646023995,17,4,"f",2,-2.41590687749337,-1.31726503247274,-0.302973313486946,6,0,-2.41590687749337
"223",223,2,"ice-free",5,0.704926811915559,1,1,"m",1,-0.0828429928667989,2.482537945814,1.59060989580646,4,1,-0.0828429928667989
"224",224,1,"ice",7,1.51518751526678,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,5,1,1.61991809417551
"225",225,2,"ice-free",6,1.11005716359117,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,4,0,-0.16477750835657
"226",226,1,"ice",6,1.11005716359117,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,5,0,-0.427139509481074
"227",227,2,"ice-free",2,-0.510464243111267,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,1,1,-0.427139509481074
"228",228,1,"ice",1,-0.915594594786875,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,4,1,0.901005187895897
"229",229,2,"ice-free",3,-0.105333891435658,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,2,0,-0.16477750835657
"230",230,2,"ice-free",1,-0.915594594786875,2,2,"m",1,-0.444481134288878,-0.0506640397104899,-0.934167716584749,3,1,-0.444481134288878
"231",231,1,"ice",2,-0.510464243111267,13,3,"m",1,0.477235547700055,1.84923744943288,0.328221089610858,7,0,0.477235547700055
"232",232,1,"ice",8,1.92031786694238,19,2,"m",1,-0.154969234540543,-0.683964536091614,0.959415492708661,5,1,-0.154969234540543
"233",233,2,"ice-free",3,-0.105333891435658,3,3,"m",1,-0.498855519170118,-0.0506640397104899,0.328221089610858,3,0,-0.498855519170118
"234",234,1,"ice",7,1.51518751526678,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,5,1,0.456873123732183
"235",235,2,"ice-free",1,-0.915594594786875,11,2,"m",1,999,1.21593695305176,-0.934167716584749,3,1,2.00635662376359
"236",236,1,"ice",2,-0.510464243111267,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,6,1,-0.16477750835657
"237",237,2,"ice-free",2,-0.510464243111267,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,3,1,0.901005187895897
"238",238,2,"ice-free",10,2.7305785702936,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,2,1,0.456873123732183
"239",239,2,"ice-free",1,-0.915594594786875,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,7,1,0.354091364656257
"240",240,1,"ice",1,-0.915594594786875,24,2,"m",1,0.0958316833787594,-0.0506640397104899,0.959415492708661,6,1,0.0958316833787594
"241",241,1,"ice",1,-0.915594594786875,3,3,"m",1,-0.498855519170118,-0.0506640397104899,0.328221089610858,5,1,-0.498855519170118
"242",242,2,"ice-free",1,-0.915594594786875,16,1,"m",1,-1.92825292913458,1.21593695305176,-0.934167716584749,7,1,-1.92825292913458
"243",243,1,"ice",1,-0.915594594786875,13,3,"m",1,0.477235547700055,1.84923744943288,0.328221089610858,4,0,0.477235547700055
"244",244,2,"ice-free",9,2.32544821861799,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,1,1,-0.427139509481074
"245",245,2,"ice-free",4,0.29979646023995,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,1,1,-1.10831107316822
"246",246,1,"ice",6,1.11005716359117,25,2,"m",1,-0.499489514055565,-0.0506640397104899,-0.934167716584749,5,0,-0.499489514055565
"247",247,1,"ice",4,0.29979646023995,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,6,1,1.61991809417551
"248",248,1,"ice",2,-0.510464243111267,15,3,"m",1,0.0435457522378133,-1.31726503247274,-0.302973313486946,5,1,0.0435457522378133
"249",249,2,"ice-free",5,0.704926811915559,24,2,"m",1,0.0958316833787594,-0.0506640397104899,0.959415492708661,2,0,0.0958316833787594
"250",250,1,"ice",1,-0.915594594786875,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,6,1,-1.10831107316822
"251",251,1,"ice",10,2.7305785702936,15,3,"m",1,0.0435457522378133,-1.31726503247274,-0.302973313486946,5,1,0.0435457522378133
"252",252,1,"ice",4,0.29979646023995,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,6,0,1.61991809417551
"253",253,1,"ice",1,-0.915594594786875,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,4,1,0.901005187895897
"254",254,2,"ice-free",1,-0.915594594786875,16,1,"m",1,-1.92825292913458,1.21593695305176,-0.934167716584749,7,1,-1.92825292913458
"255",255,2,"ice-free",1,-0.915594594786875,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,4,0,-0.427139509481074
"256",256,2,"ice-free",9,2.32544821861799,20,3,"m",1,-0.16477750835657,-0.683964536091614,0.959415492708661,2,1,-0.16477750835657
"257",257,1,"ice",5,0.704926811915559,11,2,"m",1,999,1.21593695305176,-0.934167716584749,4,1,2.00635662376359
"258",258,1,"ice",3,-0.105333891435658,21,3,"f",2,999,-0.683964536091614,0.959415492708661,6,1,0.0666306248314265
"259",259,2,"ice-free",5,0.704926811915559,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,3,1,0.901005187895897
"260",260,2,"ice-free",3,-0.105333891435658,15,3,"m",1,0.0435457522378133,-1.31726503247274,-0.302973313486946,3,0,0.0435457522378133
"261",261,1,"ice",6,1.11005716359117,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,4,0,0.354091364656257
"262",262,1,"ice",1,-0.915594594786875,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,5,1,1.61991809417551
"263",263,2,"ice-free",4,0.29979646023995,21,3,"f",2,999,-0.683964536091614,0.959415492708661,1,0,0.0666306248314265
"264",264,1,"ice",8,1.92031786694238,15,3,"m",1,0.0435457522378133,-1.31726503247274,-0.302973313486946,6,1,0.0435457522378133
"265",265,1,"ice",3,-0.105333891435658,11,2,"m",1,999,1.21593695305176,-0.934167716584749,7,0,2.00635662376359
"266",266,2,"ice-free",3,-0.105333891435658,18,3,"m",1,-1.23753414834895,0.582636456670634,1.59060989580646,4,0,-1.23753414834895
"267",267,1,"ice",7,1.51518751526678,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,4,0,0.354091364656257
"268",268,1,"ice",5,0.704926811915559,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,4,0,0.456873123732183
"269",269,1,"ice",1,-0.915594594786875,23,3,"m",1,0.405034718392728,1.21593695305176,-0.302973313486946,5,1,0.405034718392728
"270",270,1,"ice",6,1.11005716359117,15,3,"m",1,0.0435457522378133,-1.31726503247274,-0.302973313486946,5,1,0.0435457522378133
"271",271,1,"ice",2,-0.510464243111267,14,2,"f",2,0.279727493975054,-0.0506640397104899,-0.934167716584749,4,0,0.279727493975054
"272",272,1,"ice",2,-0.510464243111267,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,4,1,-0.427139509481074
"273",273,1,"ice",1,-0.915594594786875,14,2,"f",2,0.279727493975054,-0.0506640397104899,-0.934167716584749,6,1,0.279727493975054
"274",274,1,"ice",5,0.704926811915559,23,3,"m",1,0.405034718392728,1.21593695305176,-0.302973313486946,5,1,0.405034718392728
"275",275,1,"ice",3,-0.105333891435658,23,3,"m",1,0.405034718392728,1.21593695305176,-0.302973313486946,6,0,0.405034718392728
"276",276,2,"ice-free",2,-0.510464243111267,16,1,"m",1,-1.92825292913458,1.21593695305176,-0.934167716584749,2,0,-1.92825292913458
"277",277,1,"ice",2,-0.510464243111267,5,3,"f",2,0.901005187895897,-0.0506640397104899,-1.56536211968255,4,1,0.901005187895897
"278",278,1,"ice",8,1.92031786694238,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,4,1,-0.427139509481074
"279",279,1,"ice",1,-0.915594594786875,24,2,"m",1,0.0958316833787594,-0.0506640397104899,0.959415492708661,6,1,0.0958316833787594
"280",280,1,"ice",1,-0.915594594786875,25,2,"m",1,-0.499489514055565,-0.0506640397104899,-0.934167716584749,6,0,-0.499489514055565
"281",281,2,"ice-free",3,-0.105333891435658,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,3,0,-0.427139509481074
"282",282,1,"ice",1,-0.915594594786875,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,5,1,-1.10831107316822
"283",283,1,"ice",1,-0.915594594786875,9,2,"f",2,-0.427139509481074,-0.0506640397104899,2.22180429890427,5,0,-0.427139509481074
"284",284,1,"ice",2,-0.510464243111267,14,2,"f",2,0.279727493975054,-0.0506640397104899,-0.934167716584749,4,1,0.279727493975054
"285",285,1,"ice",1,-0.915594594786875,23,3,"m",1,0.405034718392728,1.21593695305176,-0.302973313486946,4,0,0.405034718392728
"286",286,2,"ice-free",2,-0.510464243111267,25,2,"m",1,-0.499489514055565,-0.0506640397104899,-0.934167716584749,2,0,-0.499489514055565
"287",287,1,"ice",3,-0.105333891435658,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,4,0,0.456873123732183
"288",288,2,"ice-free",8,1.92031786694238,18,3,"m",1,-1.23753414834895,0.582636456670634,1.59060989580646,1,0,-1.23753414834895
"289",289,1,"ice",1,-0.915594594786875,11,2,"m",1,999,1.21593695305176,-0.934167716584749,4,0,2.00635662376359
"290",290,1,"ice",6,1.11005716359117,8,2,"m",1,0.354091364656257,0.582636456670634,0.328221089610858,5,1,0.354091364656257
"291",291,1,"ice",3,-0.105333891435658,11,2,"m",1,999,1.21593695305176,-0.934167716584749,4,0,2.00635662376359
"292",292,1,"ice",4,0.29979646023995,3,3,"m",1,-0.498855519170118,-0.0506640397104899,0.328221089610858,5,0,-0.498855519170118
"293",293,1,"ice",6,1.11005716359117,10,3,"f",2,-1.10831107316822,-0.683964536091614,-0.302973313486946,5,1,-1.10831107316822
"294",294,1,"ice",5,0.704926811915559,6,3,"m",1,1.13539682642717,-0.0506640397104899,-0.302973313486946,6,1,1.13539682642717
"295",295,2,"ice-free",1,-0.915594594786875,7,2,"m",1,0.0357886383452906,-1.31726503247274,-0.934167716584749,1,0,0.0357886383452906
"296",296,1,"ice",5,0.704926811915559,22,3,"m",1,1.61991809417551,-0.0506640397104899,-0.934167716584749,4,0,1.61991809417551
"297",297,1,"ice",2,-0.510464243111267,19,2,"m",1,-0.154969234540543,-0.683964536091614,0.959415492708661,6,1,-0.154969234540543
"298",298,1,"ice",2,-0.510464243111267,24,2,"m",1,0.0958316833787594,-0.0506640397104899,0.959415492708661,5,0,0.0958316833787594
"299",299,1,"ice",7,1.51518751526678,12,3,"m",1,0.456873123732183,-0.683964536091614,-0.934167716584749,5,1,0.456873123732183
"300",300,2,"ice-free",2,-0.510464243111267,4,4,"m",1,1.08512476139294,-1.31726503247274,0.328221089610858,4,1,1.08512476139294
